-1.329381,5.080496,8.377312
-1.361702,5.152322,8.158841
-1.329979,5.233126,7.932589
-1.339556,5.498883,7.384316
-1.627459,5.719149,6.926425
-0.735618,5.671265,6.747459
-1.085770,5.527015,6.851008
-1.365293,5.122993,7.642292
-1.281496,4.930859,8.491635
-1.205481,5.050569,9.047688
-1.168969,5.134366,9.622296
-0.928950,5.230133,9.387665
-0.948702,5.194221,8.911219
-0.805050,5.204396,8.529344
-0.485424,5.351041,8.252813
-0.317830,5.377975,7.913435
-0.316633,5.375581,7.773973
-0.298078,5.400122,7.878719
-0.250194,5.392341,8.151658
-0.282516,5.349844,8.425196
-0.378284,5.346252,8.553286
-0.496797,5.488109,8.549096
-0.799663,5.567716,8.344392
-0.966659,5.598841,8.118139
-0.870891,5.622783,7.883508
-0.754174,5.682039,7.556699
-0.791284,5.568315,7.466318
-1.096544,5.575497,7.107786
-0.942717,5.799953,7.021595
-0.976236,5.699995,7.457938
-1.137246,5.590461,8.085219
-1.289278,5.398925,8.422203
-1.416170,5.127781,8.868123
-1.395819,5.269039,8.847174
-1.408389,5.288792,8.717887
-1.409586,5.261857,8.552089
-1.378462,5.259462,8.440160
-1.365293,5.382165,8.418612
-1.332972,5.530007,8.431181
-1.354520,5.611410,8.477868
-1.391630,5.721543,8.498219
-1.410185,5.821501,8.510789
-1.376666,5.865196,8.621520
-1.337162,5.728726,8.753800
-1.338957,5.453393,8.867524
-1.260547,5.243900,8.910022
-1.149217,5.215170,8.841787
-1.095946,5.320515,8.698733
-0.991798,5.450400,8.471284
-0.865504,5.517438,8.219893
-0.900220,5.592855,7.638102
-1.043872,5.461174,7.806893
-0.885855,5.357026,7.976882
-1.029507,5.240309,8.873510
-1.241394,4.843470,9.422380
-1.358111,4.795586,9.119514
-1.428740,4.842872,8.817844
-1.445499,4.827309,8.540117
-1.490989,4.658518,8.431780
-1.569998,4.511274,8.488642
-1.529296,4.472369,8.686762
-1.590348,4.355651,8.844181
-1.592144,4.378995,8.926183
-1.436521,4.547188,8.808867
-1.258153,4.699219,8.595782
-1.234211,4.692037,8.082227
-1.327585,4.617816,7.388506
-1.029507,4.786009,8.483853
-1.081581,4.812346,8.284536
-1.176750,4.823119,8.064868
-1.137844,4.772242,8.145673
-1.063624,4.759074,7.984064
-1.024120,4.762067,7.756016
-1.033697,4.616021,7.410653
-1.064223,4.430471,7.328651
-1.072602,4.454413,7.325060
-1.103727,4.523245,7.401675
-1.197101,4.414309,7.717111
-1.270722,4.381988,7.988254
-1.368885,4.350863,8.158841
-1.401805,4.350863,8.322844
-1.357512,4.404134,8.456321
-1.343147,4.495712,8.487445
-1.383849,4.592079,8.355166
-1.376067,4.662109,8.355764
-1.349731,4.689642,8.481460
-1.323994,4.729745,8.674192
-1.341352,4.757279,8.634089
-1.306636,4.826711,8.543709
-1.204284,4.865018,8.467094
-1.125275,4.888960,8.367136
-0.942717,4.950012,8.409634
-0.769137,4.941034,8.384495
-0.623091,4.923676,8.350976
-0.568623,4.790199,8.289924
-0.471658,4.758476,8.231265
-0.362722,4.779425,8.197148
-0.089184,4.916493,8.343793
-0.127491,4.969764,8.471883
-0.165200,4.961384,8.306085
-0.136469,4.950012,8.231265
-0.103549,4.960187,8.197148
-0.105943,4.936844,8.156446
-0.148441,4.924873,8.158242
-0.133477,5.006276,8.188170
-0.128688,5.025429,8.329428
-0.276530,5.009867,8.412626
-0.430956,5.075707,8.518570
-0.447716,5.133767,8.661623
-0.458490,5.099649,8.738237
-0.499790,5.118205,8.756793
-0.545279,5.158308,8.719683
-0.686537,5.237915,8.598776
-0.829591,5.250484,8.485649
-0.831985,5.270835,8.594585
-0.767342,5.309741,8.780136
-0.730232,5.306150,8.783129
-0.820613,5.164892,8.467094
-0.863708,5.090672,8.065467
-0.861913,5.172673,7.687782
-0.872687,5.291186,7.445967
-0.844555,5.252879,7.535151
-0.630274,5.064934,8.396465
-0.831985,5.016451,8.506001
-1.057639,5.037999,8.687361
-1.135450,4.975151,8.902241
-1.161786,4.885368,8.883087
-1.136049,4.731541,8.787917
-1.070807,4.765658,8.543709
-0.993594,4.802769,8.243835
-0.872088,4.751892,8.249222
-0.828394,4.785411,8.301296
-0.868497,4.887164,8.271368
-0.943914,4.990714,8.188768
-1.015141,5.021239,8.138490
-1.089362,5.067926,8.093599
-1.095946,5.084087,8.045116
-1.054646,5.093664,8.098388
-1.018134,5.097854,8.131906
-0.993594,5.103241,8.162432
-0.930147,5.087678,8.182783
-0.670377,5.099649,8.150461
-0.497395,5.098453,8.239645
-0.524929,5.151125,7.991247
-0.389058,5.380968,7.773973
-0.276530,5.448006,7.649475
-0.240617,5.316325,8.065467
-0.177171,5.306150,8.208521
-0.242413,5.361815,8.243237
-0.296282,5.357026,8.231265
