1.324592,6.610391,8.515577
1.267131,6.630742,8.136695
1.270124,6.680421,7.905654
1.315614,6.712144,7.766192
1.337162,6.765416,7.703344
1.325191,6.877943,7.575254
1.252168,6.911462,7.497443
1.190517,7.043741,7.429806
1.134852,7.116166,7.405266
1.197699,7.080852,7.735666
1.324592,6.934805,7.785346
1.387440,6.917447,7.378331
1.414973,6.909068,6.981492
1.500566,6.838438,6.608595
1.541267,6.800730,6.417658
1.564012,6.706159,6.773795
1.637035,6.539762,7.378930
1.687314,6.395511,8.025364
1.587954,6.355408,8.350976
1.524508,6.367978,8.251018
1.563414,6.449979,8.005612
1.616685,6.490681,7.689577
1.622072,6.605602,7.398083
1.646014,6.745065,7.155670
1.642422,6.868366,6.979098
1.637035,6.962937,6.842629
1.601721,7.000646,6.713940
1.615488,6.997653,6.701969
1.612495,6.933010,6.861782
1.658583,6.857592,7.859566
1.739986,6.673837,7.887698
1.598130,6.810307,7.188591
1.501164,7.051523,6.660070
1.459266,7.117363,6.315904
1.432930,7.224503,6.236896
1.405995,7.217321,6.843227
1.461660,7.126341,7.677008
1.529296,6.924031,8.376115
1.430536,6.862979,8.775348
1.244386,6.773795,8.669404
1.212065,6.766014,8.252214
1.324592,6.803723,7.792528
1.376666,6.831256,7.401076
1.321599,6.909068,7.134721
1.308431,6.998850,6.955754
1.291672,7.071275,6.820482
1.240795,7.143101,6.794146
1.180940,7.214927,6.861782
1.150414,7.249044,7.038354
1.246182,7.155670,7.470508
1.247379,7.076063,7.410054
1.232415,7.132327,6.944382
1.254562,7.236474,6.475119
1.250970,7.255628,6.256049
1.163582,7.289147,6.364387
1.080982,7.236474,6.769007
1.082778,7.152079,7.400477
1.106720,7.069479,7.917625
0.936731,6.959944,7.908048
0.923563,7.016208,7.617153
1.080383,7.053318,7.217321
1.088165,7.049727,6.795343
1.063026,7.083844,6.568492
1.074997,7.168838,6.525397
1.109114,7.204153,6.901287
1.111508,7.077859,6.909666
1.080383,7.101202,6.469133
1.170166,7.244854,6.155493
1.248576,7.229292,5.964555
1.238999,7.211336,5.910685
1.222240,7.264008,6.094441
1.180940,7.286154,6.370372
1.250970,7.195773,6.791153
1.431733,7.064691,7.318476
1.461660,7.038354,7.627927
1.326986,6.974908,7.452551
1.291073,7.041946,7.180809
1.383250,7.091625,6.932411
1.409586,7.132327,6.733692
1.338359,7.202956,6.610391
1.291073,7.296329,6.596025
1.259949,7.337630,6.631340
1.224634,7.357382,6.652289
1.243189,7.292738,7.155072
1.277307,7.135320,7.241862
1.323994,7.158663,6.706159
1.355118,7.284957,6.156091
1.301249,7.329250,5.722741
1.285686,7.378331,5.671265
1.258153,7.359776,6.088455
1.287482,7.300520,6.706758
1.365293,7.165846,7.468712
1.463456,7.150283,7.965509
1.375469,7.105990,7.851186
1.424550,7.202956,7.499238
1.569998,7.232284,7.095217
1.520917,7.198167,6.707954
1.610101,7.257424,6.673837
1.605911,7.241862,6.650494
1.607706,7.268198,6.569689
1.580772,7.293935,6.484695
1.604115,7.263410,6.596025
1.732803,7.176620,7.088034
1.738789,7.116166,6.886323
1.637634,7.226898,6.478710
1.577779,7.317877,6.188413
1.588553,7.359178,5.984307
1.543662,7.398083,6.029199
1.461062,7.416040,6.372168
1.423952,7.369951,6.837840
1.522712,7.250241,7.337630
1.549647,7.201759,7.586028
1.465251,7.129933,7.416040
1.492785,7.210138,7.062895
1.544260,7.233482,6.731896
1.551443,7.274782,6.556521
1.532888,7.343017,6.606800
1.510741,7.396287,6.731298
1.447295,7.414843,6.755240
1.385046,7.419033,6.771999
1.373075,7.427412,6.839037
1.432331,7.422025,6.885126
1.451485,7.429806,7.033566
1.511340,7.310695,7.607576
1.525106,7.222109,7.264607
1.420360,7.378331,6.643311
1.322198,7.501034,6.169259
1.230620,7.465121,5.919065
1.221043,7.393893,6.259640
1.148618,7.290344,7.033566
1.135450,7.051523,7.953538
1.102530,6.989274,7.574057
1.055843,7.083844,6.983886
1.041478,7.120356,6.506842
1.045668,7.174225,6.205771
1.067814,7.197569,6.190208
1.004368,7.216723,6.308721
0.909198,7.214328,6.380547
0.755371,7.240066,6.423643
0.637456,7.259220,6.426636
0.531513,7.243059,6.472125
0.520739,7.226898,6.603807
0.521337,7.207744,6.723517
0.480636,7.139510,6.734890
0.506972,7.124546,6.575077
0.551863,7.149685,6.364387
0.562039,7.221511,6.089652
0.528520,7.296329,5.896320
0.477045,7.356783,5.837662
0.385466,7.368156,5.863400
0.349553,7.368754,5.889736
